num_etudiant;2016/2017;2017/2018;2018/2019;2019/2020;2020/2021;last_annee_validee;last_diplome_valide;moyenne
21612899;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;Hors;2019/2020;L2;7.91
21503730;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21611017;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;None;None;5.47
21707789;Hors;L3 MAPI3 - S2;L2 Maths - S2;L2 Maths - S2;Hors;None;None;5.19
21407198;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;Hors;None;None;None
21811733;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21703634;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21712784;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21508715;L2 Maths - S2;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21706018;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21803746;Hors;Hors;L2 Maths - S2;L3 E - S1;Hors;2019/2020;L3;14.36
21504297;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;Hors;Hors;None;None;7.74
21705874;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21601233;Hors;L2 Maths - S2;L2 Maths - S2;Hors;Hors;None;None;4.4
21403971;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21711084;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21502724;Hors;L2 Maths - S2;L2 Maths - S2;Hors;Hors;None;None;None
21605798;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21708244;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21602133;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21613239;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21702756;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21501850;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;Hors;None;None;5.4
21306465;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;L3 MAPI3 - S2;Hors;2018/2019;L2;10.35
21710634;Hors;Hors;L2 Maths - S1;L3 SID - S1;M1 SID - S1;2019/2020;L3;14.02
21708307;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21604027;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;None;None;None
21708512;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21202563;Hors;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;Hors;2019/2020;L2;6.95
21510288;Hors;L2 Maths - S2;L2 Maths - S2;L3 E - S2;Hors;2019/2020;L3;10.92
21705112;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21702015;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21305119;L2 Maths - S2;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21500796;L2 Maths - S2;L2 Maths - S2;L2 Maths - S2;Hors;Hors;None;None;2.88
21305422;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21505637;Hors;L2 Maths - S2;L2 Maths - S2;Hors;Hors;None;None;None
21605580;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;3.49
21602589;Hors;L2 Maths - S2;L2 Maths - S2;Hors;Hors;None;None;None
21706494;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;None;None;None
21701824;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21611622;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21405092;Hors;L2 Maths - S2;L2 Maths - S2;Hors;Hors;None;None;7.89
21609612;Hors;L2 Maths - S2;L2 Maths - S2;Hors;Hors;None;None;None
21703787;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;None;None;None
21612757;Hors;Hors;L2 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;10.52
21613589;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21706200;Hors;Hors;L2 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;13.28
21707575;Hors;Hors;L2 Maths - S2;L2 Maths - S2;Hors;2019/2020;L2;11.13
21706583;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21702175;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;None
21606119;Hors;Hors;L2 Maths - S2;Hors;Hors;None;None;9.44
21506460;L3 ESR - S2;L3 ESR - S1;Hors;M1 ESR - S2;Hors;2019/2020;M1;10.12
21905126;Hors;Hors;Hors;M1 ESR - S2;Hors;2019/2020;M1;10.75
21500980;Hors;L3 PS_Maths - S1;Hors;M1 ESR - S2;Hors;2019/2020;M1;11.37
21706792;Hors;L2 Maths - S1;L3 ESR - S1;M1 ESR - S2;Hors;2019/2020;M1;10.89
21601118;Hors;Hors;L3 ESR - S2;M1 ESR - S2;Hors;2018/2019;L3;10.36
21905462;Hors;Hors;Hors;M1 ESR - S2;Hors;2019/2020;M1;10.79
21506505;L3 ESR - S2;L3 ESR - S2;Hors;M1 ESR - S2;Hors;2019/2020;M1;9.97
21609087;Hors;Hors;Hors;M1 ESR - S2;Hors;2019/2020;M1;10.21
21600051;Hors;Hors;L3 PS_Maths - S1;M1 ESR - S2;Hors;2018/2019;L3;10.3
21901453;Hors;Hors;Hors;M1 ESR - S2;Hors;None;None;9.47
21912143;Hors;Hors;Hors;M1 ESR - S2;Hors;None;None;9.03
21601425;Hors;L2 Maths - S1;L3 ESR - S1;M1 ESR - S2;Hors;2018/2019;L3;9.57
21708363;Hors;L2 Maths - S1;L3 ESR - S1;M1 ESR - S2;Hors;2018/2019;L3;9.91
21503396;Hors;L2 Maths - S1;L3 ESR - S1;M1 ESR - S2;Hors;2018/2019;L3;9.0
21707540;Hors;L2 Maths - S2;L3 ESR - S2;M1 ESR - S2;Hors;2018/2019;L3;9.13
21512654;Hors;L3 ESR - S2;L3 ESR - S1;M1 ESR - S2;Hors;2018/2019;L3;11.46
20509220;Hors;Hors;L3 ESR - S1;M1 ESR - S2;Hors;2018/2019;L3;11.29
21500866;L2 Maths - S1;L3 ESR - S1;Hors;M1 ESR - S2;Hors;2017/2018;L3;12.57
21601361;Hors;Hors;L3 PS_Maths - S1;M1 ESR - S2;Hors;None;None;None
21404349;L3 ESR - S2;L3 ESR - S1;Hors;M1 ESR - S2;Hors;2017/2018;L3;None
21409501;L3 ESR - S2;L3 ESR - S2;L3 ESR - S2;M1 ESR - S2;Hors;2018/2019;L3;12.8
21810082;Hors;Hors;Hors;M1 ESR - S2;Hors;None;None;None
21600983;Hors;Hors;L3 PS_Maths - S1;M1 ESR - S2;Hors;2018/2019;L3;11.27
21912598;Hors;Hors;Hors;M1 ESR - S2;Hors;None;None;None
21816645;Hors;Hors;L3 ESR - S2;Hors;Hors;2018/2019;L3;13.16
21606747;L2 Maths - S1;L3 ESR - S2;L3 ESR - S1;M1 MAPI3 - S2;Hors;2018/2019;L3;11.24
21608755;Hors;L2 Maths - S2;L3 ESR - S2;Hors;Hors;2018/2019;L3;10.09
21408575;Hors;L2 Maths - S1;L3 ESR - S1;Hors;Hors;2018/2019;L3;15.77
21815062;Hors;Hors;L3 ESR - S1;M1 SID - S1;M2 SID - S1;2019/2020;M1;12.44
21816473;Hors;Hors;L3 ESR - S2;Hors;Hors;None;None;9.81
21609411;Hors;Hors;L3 ESR - S2;Hors;Hors;None;None;None
21609459;Hors;Hors;L3 ESR - S1;Hors;Hors;2018/2019;L3;16.8
21512651;Hors;L3 ESR - S2;L3 ESR - S2;Hors;Hors;2018/2019;L3;9.0
21807778;Hors;Hors;L3 ESR - S2;Hors;Hors;None;None;None
21500937;Hors;L2 Maths - S2;L3 ESR - S2;Hors;Hors;2018/2019;L3;9.91
21209078;Hors;Hors;L3 ESR - S2;Hors;Hors;None;None;None
21816601;Hors;Hors;L3 ESR - S2;Hors;Hors;None;None;None
21606749;Hors;L2 Maths - S2;L3 ESR - S2;L3 ESR - S1;Hors;2019/2020;L3;9.16
21502104;Hors;L2 Maths - S1;L3 ESR - S1;Hors;Hors;2018/2019;L3;13.32
21811327;Hors;Hors;L3 ESR - S2;Hors;Hors;2018/2019;L3;9.77
21811240;Hors;Hors;L3 ESR - S1;Hors;Hors;2018/2019;L3;14.94
21407707;Hors;L3 ESR - S2;L3 ESR - S1;Hors;Hors;2018/2019;L3;10.85
21607608;Hors;L2 Maths - S1;L3 ESR - S2;L3 ESR - S1;Hors;2019/2020;L3;8.82
21501017;L2 Maths - S1;L3 ESR - S2;L3 ESR - S2;Hors;Hors;2018/2019;L3;10.05
21609468;Hors;Hors;L3 ESR - S2;Hors;Hors;None;None;None
21507348;Hors;L2 Maths - S1;L3 ESR - S2;L3 E - S1;Hors;2019/2020;L3;12.6
21706873;Hors;L2 Maths - S2;L3 ESR - S2;L3 ESR - S2;Hors;2019/2020;L3;9.62
21811902;Hors;Hors;L3 ESR - S2;L3 ESR - S1;Hors;2019/2020;L3;13.75
21606415;Hors;L2 Maths - S2;L3 ESR - S1;M1 MAPI3 - S1;Hors;2019/2020;M1;16.59
21811001;Hors;Hors;L3 ESR - S1;Hors;Hors;2018/2019;L3;11.01
21603896;Hors;L2 Maths - S1;L3 ESR - S1;Hors;Hors;2018/2019;L3;15.14
21604588;Hors;L2 Maths - S1;L3 ESR - S2;Hors;Hors;2018/2019;L3;10.54
21406646;Hors;L3 ESR - S2;L3 ESR - S2;Hors;Hors;None;None;6.14
21510955;Hors;L2 Maths - S1;L3 ESR - S1;Hors;Hors;2018/2019;L3;13.82
21405836;L2 Maths - S2;L3 ESR - S2;L3 ESR - S2;L3 E - S1;Hors;2019/2020;L3;8.77
21609495;Hors;Hors;L3 ESR - S1;Hors;Hors;2018/2019;L3;17.23
21812840;Hors;Hors;L3 ESR - S1;Hors;Hors;2018/2019;L3;19.07
21706269;Hors;L2 Maths - S1;L3 ESR - S2;M1 MAPI3 - S1;Hors;2019/2020;M1;11.18
21601138;Hors;L2 Maths - S1;L3 ESR - S1;M1 MAPI3 - S1;Hors;2019/2020;M1;11.03
21906669;Hors;Hors;Hors;M1 SID - S2;M2 SID - S1;2019/2020;M1;11.12
21905193;Hors;Hors;Hors;M1 SID - S2;M2 SID - S1;2019/2020;M1;12.03
21710942;Hors;L3 SID - S2;M1 SID - S2;M1 SID - S2;M2 SID - S1;2019/2020;M1;10.15
21913825;Hors;Hors;Hors;M1 SID - S2;Hors;None;None;None
21908952;Hors;Hors;Hors;M1 SID - S2;Hors;None;None;None
21501154;Hors;L3 SID - S1;M1 SID - S2;M1 SID - S2;Hors;2017/2018;L3;10.81
21302380;L3 E - S2;L3 SID - S1;M1 SID - S2;M1 SID - S1;M2 SID - S1;2019/2020;M1;10.3
21607177;L3 SID - S2;L3 SID - S1;M1 SID - S2;M1 SID - S1;M2 SID - S1;2019/2020;M1;10.05
21906182;Hors;Hors;Hors;M1 SID - S1;M2 SID - S1;2019/2020;M1;11.13
21613906;Hors;L3 SID - S2;M1 SID - S2;M1 SID - S1;M2 SID - S1;2019/2020;M1;10.07
21706416;Hors;Hors;3LA Maths - S1;Hors;Hors;2018/2019;3LA;12.46
21804275;Hors;Hors;3LA Maths - S1;Hors;Hors;2018/2019;3LA;10.21
21804485;Hors;Hors;3LA Maths - S1;Hors;Hors;None;None;10.0
21805822;Hors;Hors;3LA Maths - S1;Hors;Hors;None;None;6.36
21804292;Hors;Hors;3LA Maths - S1;Hors;Hors;None;None;None
21809607;Hors;Hors;3LA Maths - S1;Hors;Hors;None;None;None
21811472;Hors;Hors;3LA Maths - S1;Hors;Hors;None;None;None
21809757;Hors;Hors;3LA Maths - S1;Hors;Hors;None;None;None
21814966;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21804920;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21811567;Hors;Hors;3LA Maths - S1;Hors;Hors;None;None;None
21802759;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21803595;Hors;Hors;3LA Maths - S1;Hors;Hors;None;None;None
21813157;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21806564;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21802757;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21812636;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21812731;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21811903;Hors;Hors;3LA Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;11.71
21809120;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21815019;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21801863;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21810367;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21810992;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21806578;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21809997;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21809848;Hors;Hors;3LA Maths - S1;Hors;Hors;None;None;None
21811829;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21809646;Hors;Hors;3LA Maths - S1;L2 Maths - S2;Hors;2019/2020;L2;11.27
21803981;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21612304;Hors;Hors;3LA Maths - S1;Hors;Hors;None;None;None
21602883;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;12.7
21607263;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;12.55
21606763;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;13.84
21607069;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;13.54
21607088;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;13.27
21605127;L3 SID - S1;M1 SID - S1;Hors;Hors;Hors;2017/2018;M1;13.72
21605705;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;11.88
21605276;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;13.15
21607080;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;14.17
21603593;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;12.35
21607258;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;13.33
21201913;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;14.58
21606277;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;12.54
21706032;Hors;M1 SID - S1;M2 SID - S2;Hors;Hors;2018/2019;M2;13.41
21709726;Hors;M1 SID - S1;Hors;Hors;Hors;2017/2018;M1;13.96
21601290;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;14.01
21203417;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;13.41
21401992;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;12.94
21404928;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;13.82
21608004;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;14.21
21401493;L3 MAPI3 - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;14.17
21602308;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;13.98
21604919;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;12.82
21400858;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;Hors;2018/2019;M2;12.33
21409067;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;14.21
21102308;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;13.15
20507804;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;15.49
21609150;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;15.21
21206585;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;17.22
21407448;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;13.15
21101326;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;15.91
21200131;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;14.07
21606957;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;14.85
21608159;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;14.86
21004848;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;13.89
21100171;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;15.11
21103708;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;15.06
21302658;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;14.48
21304087;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;14.29
21507440;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;14.18
21303673;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;14.73
21311139;Hors;M2 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M2;12.65
21709239;Hors;M1 MAPI3 - S2;M2 MAPI3 - S2;M2 MAPI3 - S1;Hors;2019/2020;M2;11.29
21104321;Hors;Hors;M2 MAPI3 - S2;M2 MAPI3 - S1;Hors;2019/2020;M2;13.02
21408941;Hors;Hors;Hors;M2 MAPI3 - S1;Hors;2019/2020;M2;13.99
21706508;Hors;Hors;Hors;M2 MAPI3 - S1;Hors;2019/2020;M2;15.74
20908183;Hors;Hors;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21706123;Hors;L3 ESR - S1;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21907487;Hors;Hors;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21501699;Hors;L3 PS_Maths - S1;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21510907;Hors;L3 ESR - S1;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21507921;L2 Maths - S1;L3 ESR - S1;Hors;M2 ESR - S1;Hors;2019/2020;M2;13.66
21911735;Hors;Hors;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21507302;Hors;L3 PS_Maths - S1;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21512408;L2 Maths - S1;L3 ESR - S2;Hors;M2 ESR - S1;Hors;2019/2020;M2;13.98
21706122;Hors;L3 ESR - S1;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21808798;Hors;Hors;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21807879;Hors;Hors;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21914514;Hors;Hors;Hors;M2 ESR - S1;Hors;None;None;None
21912425;Hors;Hors;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21501756;L2 Maths - S1;L3 ESR - S1;Hors;M2 ESR - S1;Hors;2019/2020;M2;15.94
21903198;Hors;Hors;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21510817;Hors;L3 ESR - S1;Hors;M2 ESR - S1;Hors;2019/2020;M2;None
21401561;L3 ESR - S1;Hors;Hors;M2 ESR - S1;Hors;2019/2020;M2;10.96
21704041;Hors;Hors;Hors;L3 PS_Maths - S1;Hors;2019/2020;L3;15.05
21704085;Hors;Hors;Hors;L3 PS_Maths - S1;Hors;2019/2020;L3;14.38
21709013;Hors;Hors;Hors;L3 PS_Maths - S1;Hors;2019/2020;L3;14.31
21700555;Hors;Hors;Hors;L3 PS_Maths - S1;Hors;2019/2020;L3;14.12
21703669;Hors;Hors;Hors;L3 PS_Maths - S1;Hors;2019/2020;L3;13.34
21508397;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;13.32
21506263;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;14.22
21509070;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;14.4
21610496;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;15.22
21507310;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;13.69
21305716;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;14.11
21204960;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;13.98
21408990;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;12.32
21301168;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;14.15
21407727;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;13.37
21505586;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;14.53
21607731;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;12.65
21300453;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;15.38
21708597;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;13.11
21406318;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;11.88
21509052;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;14.53
21506020;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;14.1
21708394;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;11.59
21508679;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;13.87
21508765;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;14.33
21508813;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;12.26
21206915;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;14.37
21708911;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;12.16
21507190;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;15.19
21508848;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;14.48
21407294;Hors;M2 SID - S1;Hors;Hors;Hors;2017/2018;M2;12.47
21703457;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;13.72
21706859;Hors;L3 SID - S1;M1 SID - S2;M2 SID - S1;Hors;2019/2020;M2;12.33
21708883;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;13.52
21707439;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;15.86
21702314;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;12.7
21705788;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;13.27
21405900;Hors;Hors;Hors;M2 SID - S1;Hors;2019/2020;M2;14.98
21708280;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;12.74
21607930;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;14.61
21508927;L2 CUPGE - S2;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;13.18
21702520;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;13.94
21810785;Hors;Hors;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;14.7
20702414;L3 SID - S2;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2018/2019;M1;14.48
21707210;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;12.68
97052119;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;15.05
21808001;Hors;Hors;M1 SID - S2;M2 SID - S1;Hors;2019/2020;M2;13.8
21705253;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;13.79
21809747;Hors;Hors;M1 SID - S2;M2 SID - S1;Hors;2019/2020;M2;14.05
21711363;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;12.62
21814679;Hors;Hors;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;11.68
21706369;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;14.53
21707167;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;12.67
21702240;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;13.72
21707581;Hors;L3 SID - S1;M1 SID - S2;M2 SID - S1;Hors;2019/2020;M2;12.1
21501118;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;14.08
21708715;Hors;L3 SID - S2;M1 SID - S2;M2 SID - S1;Hors;2019/2020;M2;13.01
21506251;L2 Maths - S1;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;14.46
21704140;Hors;L3 SID - S1;M1 SID - S1;M2 SID - S1;Hors;2019/2020;M2;12.92
21506782;Hors;L3 PS_Maths - S1;Hors;Hors;Hors;2017/2018;L3;None
21504665;Hors;L3 PS_Maths - S1;Hors;Hors;Hors;2017/2018;L3;None
21501599;Hors;L3 PS_Maths - S1;Hors;Hors;Hors;2017/2018;L3;None
21505260;Hors;L3 PS_Maths - S1;Hors;Hors;Hors;2017/2018;L3;None
21510892;Hors;L3 PS_Maths - S1;Hors;Hors;Hors;2017/2018;L3;None
21500016;Hors;L3 PS_Maths - S1;Hors;M2 RI - S1;Hors;2019/2020;M2;16.04
21506682;Hors;L3 PS_Maths - S1;Hors;Hors;Hors;2017/2018;L3;None
21501671;Hors;L3 PS_Maths - S1;Hors;Hors;Hors;2017/2018;L3;None
21405788;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21508031;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21201927;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21200134;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21503612;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21001525;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21005672;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21708633;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21508372;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21100498;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21710791;Hors;M2 ESR - S1;Hors;Hors;Hors;None;None;None
21708601;Hors;M2 ESR - S1;Hors;Hors;Hors;2017/2018;M2;None
21300160;L3 E - S2;Hors;Hors;Hors;Hors;None;None;7.52
21005127;L3 E - S2;Hors;Hors;Hors;Hors;2016/2017;L3;9.59
21301391;L3 E - S2;L3 E - S1;Hors;Hors;Hors;2017/2018;L3;8.86
21301392;L3 E - S2;L3 E - S2;Hors;Hors;Hors;2017/2018;L3;10.06
21604149;L3 E - S2;Hors;Hors;Hors;Hors;None;None;None
21300767;L3 E - S2;Hors;Hors;Hors;Hors;2016/2017;L3;10.18
21401368;L3 E - S2;Hors;Hors;Hors;Hors;2016/2017;L3;9.7
21610477;L3 E - S2;L3 E - S2;Hors;Hors;Hors;None;None;None
21014810;L3 E - S2;Hors;Hors;Hors;Hors;None;None;None
21204348;L3 E - S2;L3 E - S2;Hors;Hors;Hors;2017/2018;L3;9.16
97030567;L3 E - S2;Hors;Hors;Hors;Hors;None;None;None
21105156;L3 E - S2;L3 E - S2;Hors;Hors;Hors;None;None;None
21211350;L3 E - S2;Hors;Hors;Hors;Hors;None;None;None
21606859;L3 E - S2;Hors;Hors;Hors;Hors;None;None;None
