num_etudiant;2016/2017;2017/2018;2018/2019;2019/2020;2020/2021;last_annee_validee;last_diplome_valide;moyenne
21804369;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;13.57
21800489;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2019/2020;L2;11.46
21600440;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;13.89
21813312;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21902222;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21817782;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2019/2020;L2;11.26
21811353;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;14.77
21811637;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;12.89
21804327;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;12.61
21815234;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21818014;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21801649;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;12.22
21804079;Hors;Hors;L1 Maths - S2;L2 Maths - S2;Hors;2018/2019;L1;10.15
21506758;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;10.91
21815592;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;18.07
21800386;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;11.07
21606325;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;11.7
21809539;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;14.83
21704766;Hors;Hors;L1 Maths - S2;L2 Maths - S2;Hors;None;None;9.41
21813572;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21813601;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21800340;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;13.96
21814544;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21809743;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;13.68
21801471;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;10.57
21814049;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21813599;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21806018;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;16.3
21815135;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;16.1
21800739;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;10.94
21807719;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;15.2
21803050;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;14.57
21700584;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;10.61
21901154;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;11.28
21806319;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;10.56
21806520;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;10.08
21600672;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;9.63
21813382;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21815582;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21703842;Hors;Hors;Hors;L2 Maths - S2;Hors;2019/2020;L2;10.01
21805623;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;10.72
21814431;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;18.13
21801507;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;13.61
21806109;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;15.73
21814581;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21813577;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21817406;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;19.69
21801637;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;14.15
21816721;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21818257;Hors;Hors;L1 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;13.59
21805285;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;14.67
21705443;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;13.98
21818640;Hors;Hors;L1 Maths - S2;L2 Maths - S1;Hors;2019/2020;L2;13.88
21803589;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;13.73
21700018;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;12.13
21804906;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;12.75
21802990;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2019/2020;L2;11.44
21807445;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2019/2020;L2;10.67
21814523;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21813608;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21817697;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21808501;Hors;Hors;L1 Maths - S2;L2 Maths - S2;Hors;None;None;8.56
21817481;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21804606;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;11.65
21805010;Hors;Hors;L1 Maths - S2;L2 Maths - S2;Hors;2018/2019;L1;9.07
21702952;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;9.66
21813507;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21814182;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;14.77
21606587;L2 CUPGE - S1;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;11.1
21814034;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21915886;Hors;Hors;Hors;L2 Maths - S2;Hors;2019/2020;L2;10.39
21807451;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2019/2020;L2;10.88
21813546;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21813559;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21810377;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;11.72
21500145;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;13.12
21909011;Hors;Hors;Hors;L2 Maths - S2;Hors;2019/2020;L2;10.03
21818637;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21912455;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21906092;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21802156;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2019/2020;L2;10.61
21806125;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;11.94
21815598;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;13.07
21814012;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21911075;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21802521;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;12.08
21601244;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;14.64
21814605;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2019/2020;L2;12.45
21814147;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21606382;Hors;Hors;L1 Maths - S2;L2 Maths - S2;Hors;2019/2020;L2;11.02
21801748;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;14.6
21611001;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21803446;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;13.16
21915504;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;12.96
21809077;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;17.63
21706199;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;13.95
21808767;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2019/2020;L2;11.66
21809763;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;13.39
21812543;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;16.81
21606035;Hors;Hors;Hors;L2 Maths - S1;Hors;2019/2020;L2;12.73
21817620;Hors;Hors;Hors;L2 Maths - S2;Hors;None;None;None
21804680;Hors;Hors;L1 Maths - S1;L2 Maths - S2;Hors;2018/2019;L1;10.27
21801734;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;12.31
21806806;Hors;Hors;L1 Maths - S1;L2 Maths - S1;Hors;2019/2020;L2;12.87
21501567;Hors;Hors;L1 Maths - S2;L2 Maths - S2;Hors;2018/2019;L1;10.81
21708838;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;15.06
21912835;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;14.43
21910857;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;14.32
21608417;Hors;Hors;Hors;L3 SID - S2;M1 SID - S1;2019/2020;L3;11.96
21914286;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;13.38
21910433;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;13.05
21911809;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;13.13
21913500;Hors;Hors;Hors;L3 SID - S2;Hors;None;None;None
21703109;Hors;Hors;Hors;L3 SID - S2;Hors;None;None;8.99
21911918;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;14.81
21912463;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;13.98
21914316;Hors;Hors;Hors;L3 SID - S1;Hors;2019/2020;L3;15.89
21910973;Hors;Hors;Hors;L3 SID - S1;Hors;2019/2020;L3;13.81
21913851;Hors;Hors;Hors;L3 SID - S2;M1 SID - S1;2019/2020;L3;12.21
21911036;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;14.55
21911319;Hors;Hors;Hors;L3 SID - S2;M1 SID - S1;2019/2020;L3;10.0
21700578;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;12.8
21912564;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;17.88
21912661;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;14.29
21912458;Hors;Hors;Hors;L3 SID - S1;Hors;2019/2020;L3;12.85
21704827;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;17.21
21912436;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;14.19
21912832;Hors;Hors;Hors;L3 SID - S1;M1 SID - S1;2019/2020;L3;14.28
21704818;Hors;Hors;Hors;L3 MAPI3 - S1;Hors;2019/2020;L3;11.3
21709021;Hors;Hors;Hors;L3 MAPI3 - S2;Hors;None;None;None
21709026;Hors;Hors;Hors;L3 MAPI3 - S1;Hors;2019/2020;L3;12.09
21813205;Hors;Hors;Hors;L3 MAPI3 - S2;Hors;2019/2020;L3;9.8
21700387;Hors;Hors;Hors;L3 MAPI3 - S1;Hors;2019/2020;L3;12.05
21708982;Hors;Hors;Hors;L3 MAPI3 - S2;Hors;None;None;None
21903352;Hors;Hors;Hors;L3 MAPI3 - S2;Hors;None;None;None
21905454;Hors;Hors;Hors;L3 MAPI3 - S2;Hors;None;None;None
21511296;Hors;Hors;Hors;L3 MAPI3 - S2;Hors;2019/2020;L3;10.66
21705066;Hors;Hors;Hors;L3 MAPI3 - S2;Hors;2019/2020;L3;11.22
21512417;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21512381;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21503081;L2 Maths - S1;L3 ESR - S1;Hors;Hors;Hors;2017/2018;L3;14.5
21512657;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21512482;Hors;L3 ESR - S1;Hors;Hors;Hors;2017/2018;L3;None
21512659;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21404455;L2 Maths - S1;L3 ESR - S2;Hors;Hors;Hors;2016/2017;L2;13.09
21706072;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21709310;Hors;L3 ESR - S1;Hors;Hors;Hors;2017/2018;L3;None
21501918;L2 Maths - S1;L3 ESR - S1;Hors;Hors;Hors;2017/2018;L3;13.78
21504569;L2 Maths - S1;L3 ESR - S2;Hors;Hors;Hors;2016/2017;L2;12.09
21512668;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
20104441;Hors;L3 ESR - S1;Hors;Hors;Hors;2017/2018;L3;None
21712524;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21510895;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21711667;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21711831;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21500565;L2 Maths - S1;L3 ESR - S1;Hors;Hors;Hors;2017/2018;L3;12.37
21510934;L2 Maths - S1;L3 ESR - S2;Hors;Hors;Hors;2016/2017;L2;13.4
21708380;Hors;L3 ESR - S2;Hors;Hors;Hors;2017/2018;L3;10.52
21507145;L2 Maths - S1;L3 ESR - S1;Hors;Hors;Hors;2017/2018;L3;13.06
21500839;L2 Maths - S1;L3 ESR - S2;Hors;Hors;Hors;2016/2017;L2;10.34
21512414;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21611844;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21501823;L2 Maths - S1;L3 ESR - S1;Hors;Hors;Hors;2017/2018;L3;14.66
21512445;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21706124;Hors;L3 ESR - S2;Hors;Hors;Hors;2017/2018;L3;10.52
21512706;Hors;L3 ESR - S2;Hors;Hors;Hors;None;None;None
21511176;Hors;L3 ESR - S2;Hors;Hors;Hors;2017/2018;L3;10.02
21609497;Hors;Hors;L3 PS_Maths - S1;M1 MAPI3 - S1;Hors;2019/2020;M1;14.24
21903398;Hors;Hors;Hors;M1 MAPI3 - S2;Hors;2019/2020;M1;10.64
21602759;Hors;Hors;L3 PS_Maths - S1;M1 MAPI3 - S2;Hors;2018/2019;L3;10.81
21609491;Hors;Hors;L3 PS_Maths - S1;M1 MAPI3 - S1;Hors;2019/2020;M1;17.03
21912649;Hors;Hors;Hors;M1 MAPI3 - S2;Hors;None;None;9.77
21810851;Hors;Hors;Hors;M1 MAPI3 - S2;Hors;None;None;10.18
21912825;Hors;Hors;Hors;M1 MAPI3 - S1;Hors;2019/2020;M1;12.77
21405964;L3 MAPI3 - S1;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;13.03
21705808;Hors;M1 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M1;12.91
21201003;L3 MAPI3 - S1;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;12.28
21303802;L3 MAPI3 - S1;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;12.47
21309609;Hors;M1 MAPI3 - S2;Hors;Hors;Hors;2017/2018;M1;11.44
21108895;Hors;M1 MAPI3 - S2;Hors;Hors;Hors;None;None;None
21300758;L3 ESR - S1;M1 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M1;12.9
20706877;Hors;M1 MAPI3 - S2;Hors;Hors;Hors;2017/2018;M1;10.43
21005874;Hors;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;13.69
21707844;Hors;M1 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M1;13.62
21506572;Hors;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;13.74
21705145;Hors;M1 MAPI3 - S2;Hors;Hors;Hors;None;None;None
21307304;Hors;M1 MAPI3 - S2;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;12.01
21408837;L3 MAPI3 - S1;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;13.65
21403935;L3 MAPI3 - S1;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;12.8
21406796;L3 MAPI3 - S1;M1 MAPI3 - S1;Hors;Hors;Hors;2017/2018;M1;14.34
99003823;L3 MAPI3 - S1;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;16.32
21205902;Hors;M1 MAPI3 - S2;Hors;Hors;Hors;None;None;None
21403931;L3 MAPI3 - S1;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;13.95
21405474;L2 Maths - S1;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;13.09
21708429;Hors;M1 MAPI3 - S1;M2 MAPI3 - S1;Hors;Hors;2018/2019;M2;14.36
21804198;Hors;Hors;L1 Maths - S2;Hors;Hors;2018/2019;L1;10.47
21806678;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;9.68
21807199;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;9.05
21705984;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;8.64
21706176;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;8.11
21803696;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;7.68
21702170;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;8.13
21809918;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;7.65
21602392;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;7.49
21710629;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;6.32
21609373;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;6.2
21802049;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;5.35
21700030;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;4.97
21702027;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21705182;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21802745;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;9.51
21813878;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21812545;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21804575;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21813954;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21806925;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21709057;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21809032;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;6.86
21809091;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21805329;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21810307;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21805321;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21704006;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21807456;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21804471;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21706017;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;7.57
21711011;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21704049;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21812621;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;6.72
21707005;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21801265;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21809006;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;7.82
21805525;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21805233;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21801866;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21804436;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21816985;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21802687;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21012204;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21802748;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21809487;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21305625;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21700502;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21706863;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21810603;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21804196;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21804325;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21809069;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21603278;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21802919;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21800570;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21807577;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21703617;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21804529;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21601246;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21707476;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21809064;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21704172;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21807992;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21807709;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21705083;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21605563;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21711154;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21604770;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21808297;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21803160;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21707820;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21705674;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21818256;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21803191;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21700996;Hors;Hors;L1 Maths - S2;Hors;Hors;None;None;None
21708988;Hors;Hors;L1 Maths - S1;Hors;Hors;2018/2019;L1;15.73
21810554;Hors;Hors;L1 Maths - S1;Hors;Hors;2018/2019;L1;15.67
21711530;Hors;Hors;L1 Maths - S1;Hors;Hors;2018/2019;L1;13.82
21807838;Hors;Hors;L1 Maths - S1;Hors;Hors;2018/2019;L1;11.24
21808882;Hors;Hors;L1 Maths - S1;Hors;Hors;2018/2019;L1;11.21
21807244;Hors;Hors;L1 Maths - S1;Hors;Hors;2018/2019;L1;11.02
21806708;Hors;Hors;L1 Maths - S1;Hors;Hors;2018/2019;L1;10.62
22011801;Hors;Hors;Hors;Hors;M2 SID - S1;None;None;None
21707766;Hors;Hors;Hors;Hors;M2 SID - S1;None;None;None
21807890;Hors;Hors;M2 SID - S1;Hors;Hors;2018/2019;M2;12.05
21804682;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;2020/2021;L3;15.67
21804801;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;2020/2021;L3;15.59
21708197;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;2020/2021;L3;13.57
21805192;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;2020/2021;L3;13.38
21809836;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;2020/2021;L3;13.23
21806374;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;2020/2021;L3;12.0
21706422;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;2020/2021;L3;10.35
21706040;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;2020/2021;L3;10.17
21812471;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;None;None;8.8
21806395;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;None;None;7.65
21708588;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;None;None;None
21805110;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;None;None;None
21809707;Hors;Hors;Hors;Hors;L3 PS_Maths - S1;None;None;None
21603668;Hors;Hors;L3 PS_Maths - S1;Hors;Hors;None;None;None
21600614;Hors;Hors;L3 PS_Maths - S1;Hors;Hors;2018/2019;L3;17.53
21600154;Hors;Hors;L3 PS_Maths - S1;Hors;Hors;None;None;10.73
21605448;Hors;Hors;L3 PS_Maths - S1;Hors;Hors;2018/2019;L3;13.52
21600149;Hors;Hors;L3 PS_Maths - S1;Hors;Hors;2018/2019;L3;13.28
21600254;Hors;Hors;L3 PS_Maths - S1;Hors;Hors;2018/2019;L3;13.47
21600794;Hors;Hors;L3 PS_Maths - S1;Hors;Hors;2018/2019;L3;13.93
21600129;Hors;Hors;L3 PS_Maths - S1;Hors;Hors;2018/2019;L3;15.31
21600580;Hors;Hors;L3 PS_Maths - S1;Hors;Hors;2018/2019;L3;13.75
21401614;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;19.16
21611257;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;15.47
21400767;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;15.26
21606661;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;14.7
21603684;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;14.0
21606546;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;13.34
21609669;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;12.29
21400639;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;11.5
21304486;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;11.33
21410460;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;11.27
21411712;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;10.2
21508188;L3 ESR - S1;Hors;Hors;Hors;Hors;2016/2017;L3;10.15
21508258;L2 CUPGE - S1;Hors;Hors;Hors;Hors;2016/2017;L2;None
21508758;L2 CUPGE - S1;Hors;Hors;Hors;Hors;2016/2017;L2;None
21502642;L2 CUPGE - S1;Hors;Hors;Hors;Hors;2016/2017;L2;None
21512382;L2 CUPGE - S1;Hors;Hors;Hors;Hors;2016/2017;L2;None
21406148;L2 CUPGE - S1;Hors;Hors;Hors;Hors;2016/2017;L2;None
21510696;L2 CUPGE - S1;Hors;Hors;Hors;Hors;2016/2017;L2;None
21508324;L2 CUPGE - S1;Hors;Hors;Hors;Hors;2016/2017;L2;None
21500315;L2 CUPGE - S1;Hors;Hors;Hors;Hors;2016/2017;L2;None
21505967;L2 CUPGE - S1;Hors;Hors;Hors;Hors;2016/2017;L2;None
21506660;L2 CUPGE - S1;Hors;Hors;Hors;Hors;2016/2017;L2;None
